TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.tika.mime.Magic,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,51,0.3,2,30,184,73502,1650591228931,1.0,111111111111111111111111,0.9473684210526315,1111111111111110111,1.0,1111111111111,1,1,12,3,0.9523809523809523,111111111111111111111111111111010111111111111111111111111011111,0.7894736842105263,1111111111111001010,1.0,111111111,1.0,111111111,0.9473684210526315,1111111111111110111
